marine_site_name,cbs_site_code,latitude,longitude,georegion,bioregion,mpa_designation,mpa_name,nms_name,asbs_name,island,state_province,survey_rep,year,species_lump,total_count,number_of_transects_sampled,est_swath_area_searched_m2,density_per_m2
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,5.3,2015,Pycnopodia helianthoides,0,21,1249,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,5.4,2016,Dermasterias imbricata,0,21,1249,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,5.4,2016,Evasterias troschelii,0,21,1249,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,5.4,2016,Heliaster kubiniji,0,21,1249,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,5.4,2016,Henricia spp,0,21,1249,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,5.4,2016,Linckia columbiae,0,21,1249,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,5.4,2016,Patiria miniata,0,21,1249,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,5.4,2016,Pisaster giganteus,0,21,1249,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,5.4,2016,Pisaster ochraceus,1,21,1249,0.000800641
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,5.4,2016,Pycnopodia helianthoides,0,21,1249,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,6,2018,Dermasterias imbricata,0,11,792.66,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,6,2018,Evasterias troschelii,0,11,792.66,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,6,2018,Heliaster kubiniji,0,11,792.66,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,6,2018,Henricia spp,0,11,792.66,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,6,2018,Linckia columbiae,0,11,792.66,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,6,2018,Patiria miniata,0,11,792.66,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,6,2018,Pisaster giganteus,0,11,792.66,0
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,6,2018,Pisaster ochraceus,5,11,792.66,0.006307875
Crystal Cove,46,33.57078171,-117.83773,CA South,Government Point to Mexico,SMCA,Crystal Cove SMCA,NONE,Irvine Coast Marine Life Refuge ASBS,Mainland,California,6,2018,Pycnopodia helianthoides,0,11,792.66,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,1,2001,Dermasterias imbricata,0,11,331.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,1,2001,Evasterias troschelii,0,11,331.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,1,2001,Heliaster kubiniji,0,11,331.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,1,2001,Henricia spp,0,11,331.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,1,2001,Linckia columbiae,0,11,331.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,1,2001,Patiria miniata,0,11,331.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,1,2001,Pisaster giganteus,0,11,331.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,1,2001,Pisaster ochraceus,24,11,331.5,0.07239819
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,1,2001,Pycnopodia helianthoides,0,11,331.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,2,2002,Dermasterias imbricata,0,11,333,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,2,2002,Evasterias troschelii,0,11,333,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,2,2002,Heliaster kubiniji,0,11,333,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,2,2002,Henricia spp,0,11,333,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,2,2002,Linckia columbiae,0,11,333,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,2,2002,Patiria miniata,0,11,333,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,2,2002,Pisaster giganteus,0,11,333,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,2,2002,Pisaster ochraceus,49,11,333,0.147147147
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,2,2002,Pycnopodia helianthoides,0,11,333,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,3,2012,Dermasterias imbricata,0,11,324.6,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,3,2012,Evasterias troschelii,0,11,324.6,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,3,2012,Heliaster kubiniji,0,11,324.6,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,3,2012,Henricia spp,0,11,324.6,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,3,2012,Linckia columbiae,0,11,324.6,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,3,2012,Patiria miniata,1,11,324.6,0.003080715
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,3,2012,Pisaster giganteus,0,11,324.6,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,3,2012,Pisaster ochraceus,28,11,324.6,0.086260012
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,3,2012,Pycnopodia helianthoides,0,11,324.6,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,4,2014,Dermasterias imbricata,0,11,303.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,4,2014,Evasterias troschelii,0,11,303.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,4,2014,Heliaster kubiniji,0,11,303.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,4,2014,Henricia spp,0,11,303.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,4,2014,Linckia columbiae,0,11,303.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,4,2014,Patiria miniata,0,11,303.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,4,2014,Pisaster giganteus,0,11,303.5,0
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,4,2014,Pisaster ochraceus,6,11,303.5,0.019769358
Cuyler Harbor,101,34.04854965,-120.33642,CA Channel Islands North,Channel Islands North,SMR,Harris Point SMR,Channel Islands NMS,San Miguel; Santa Rosa; and Santa Cruz Islands ASBS,San Miguel,California,4,2014,Pycnopodia helianthoides,0,11,303.5,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,1,2004,Dermasterias imbricata,21,11,1100,0.019090909
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,1,2004,Evasterias troschelii,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,1,2004,Heliaster kubiniji,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,1,2004,Henricia spp,3,11,1100,0.002727273
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,1,2004,Linckia columbiae,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,1,2004,Patiria miniata,30,11,1100,0.027272727
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,1,2004,Pisaster giganteus,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,1,2004,Pisaster ochraceus,1112,11,1100,1.010909091
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,1,2004,Pycnopodia helianthoides,26,11,1100,0.023636364
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,2,2015,Dermasterias imbricata,57,11,1100,0.051818182
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,2,2015,Evasterias troschelii,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,2,2015,Heliaster kubiniji,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,2,2015,Henricia spp,18,11,1100,0.016363636
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,2,2015,Linckia columbiae,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,2,2015,Patiria miniata,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,2,2015,Pisaster giganteus,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,2,2015,Pisaster ochraceus,126,11,1100,0.114545455
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,2,2015,Pycnopodia helianthoides,1,11,1100,0.000909091
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,3,2017,Dermasterias imbricata,47,11,1100,0.042727273
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,3,2017,Evasterias troschelii,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,3,2017,Heliaster kubiniji,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,3,2017,Henricia spp,2,11,1100,0.001818182
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,3,2017,Linckia columbiae,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,3,2017,Patiria miniata,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,3,2017,Pisaster giganteus,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,3,2017,Pisaster ochraceus,186,11,1100,0.169090909
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,3,2017,Pycnopodia helianthoides,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,4,2019,Dermasterias imbricata,2,11,486,0.004115226
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,4,2019,Evasterias troschelii,0,11,486,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,4,2019,Heliaster kubiniji,0,11,486,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,4,2019,Henricia spp,0,11,486,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,4,2019,Linckia columbiae,0,11,486,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,4,2019,Patiria miniata,0,11,486,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,4,2019,Pisaster giganteus,0,11,486,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,4,2019,Pisaster ochraceus,203,11,486,0.417695473
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,4,2019,Pycnopodia helianthoides,0,11,486,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,5,2020,Dermasterias imbricata,21,11,1000,0.021
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,5,2020,Evasterias troschelii,0,11,1000,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,5,2020,Heliaster kubiniji,0,11,1000,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,5,2020,Henricia spp,1,11,1000,0.001
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,5,2020,Linckia columbiae,0,11,1000,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,5,2020,Patiria miniata,0,11,1000,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,5,2020,Pisaster giganteus,0,11,1000,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,5,2020,Pisaster ochraceus,552,11,1000,0.552
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,5,2020,Pycnopodia helianthoides,0,11,1000,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,6,2022,Dermasterias imbricata,43,11,1100,0.039090909
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,6,2022,Evasterias troschelii,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,6,2022,Heliaster kubiniji,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,6,2022,Henricia spp,4,11,1100,0.003636364
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,6,2022,Linckia columbiae,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,6,2022,Patiria miniata,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,6,2022,Pisaster giganteus,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,6,2022,Pisaster ochraceus,383,11,1100,0.348181818
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,6,2022,Pycnopodia helianthoides,0,11,1100,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,7,2023,Dermasterias imbricata,21,11,1060,0.019811321
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,7,2023,Evasterias troschelii,0,11,1060,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,7,2023,Heliaster kubiniji,0,11,1060,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,7,2023,Henricia spp,0,11,1060,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,7,2023,Linckia columbiae,0,11,1060,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,7,2023,Patiria miniata,0,11,1060,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,7,2023,Pisaster giganteus,0,11,1060,0
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,7,2023,Pisaster ochraceus,566,11,1060,0.533962264
Damnation Creek,52,41.65248871,-124.12784,CA North,WA Olympic Coast to San Francisco,NONE,NONE,NONE,Redwood NP ASBS,Mainland,California,7,2023,Pycnopodia helianthoides,0,11,1060,0
Dana Point,48,33.4598999,-117.71475,CA South,Government Point to Mexico,SMCA,Dana Point SMCA,NONE,NONE,Mainland,California,1,2001,Dermasterias imbricata,0,11,602,0
Dana Point,48,33.4598999,-117.71475,CA South,Government Point to Mexico,SMCA,Dana Point SMCA,NONE,NONE,Mainland,California,1,2001,Evasterias troschelii,0,11,602,0
Dana Point,48,33.4598999,-117.71475,CA South,Government Point to Mexico,SMCA,Dana Point SMCA,NONE,NONE,Mainland,California,1,2001,Heliaster kubiniji,0,11,602,0
Dana Point,48,33.4598999,-117.71475,CA South,Government Point to Mexico,SMCA,Dana Point SMCA,NONE,NONE,Mainland,California,1,2001,Henricia spp,0,11,602,0
Dana Point,48,33.4598999,-117.71475,CA South,Government Point to Mexico,SMCA,Dana Point SMCA,NONE,NONE,Mainland,California,1,2001,Linckia columbiae,0,11,602,0
Dana Point,48,33.4598999,-117.71475,CA South,Government Point to Mexico,SMCA,Dana Point SMCA,NONE,NONE,Mainland,California,1,2001,Patiria miniata,0,11,602,0
Dana Point,48,33.4598999,-117.71475,CA South,Government Point to Mexico,SMCA,Dana Point SMCA,NONE,NONE,Mainland,California,1,2001,Pisaster giganteus,0,11,602,0
Dana Point,48,33.4598999,-117.71475,CA South,Government Point to Mexico,SMCA,Dana Point SMCA,NONE,NONE,Mainland,California,1,2001,Pisaster ochraceus,1,11,602,0.00166113
Dana Point,48,33.4598999,-117.71475,CA South,Government Point to Mexico,SMCA,Dana Point SMCA,NONE,NONE,Mainland,California,1,2001,Pycnopodia helianthoides,0,11,602,0
Dana Point,48,33.4598999,-117.71475,CA South,Government Point to Mexico,SMCA,Dana Point SMCA,NONE,NONE,Mainland,California,2,2006,Dermasterias imbricata,0,11,623.5,0
Dana Point,48,33.4598999,-117.71475,CA South,Government Point to Mexico,SMCA,Dana Point SMCA,NONE,NONE,Mainland,California,2,2006,Evasterias troschelii,0,11,623.5,0
